Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
PID-2861-33_S228_R1_001 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 8.120224800303372e-05)	(5, 8.120224800303372e-05)	(6, 8.120224800303372e-05)	(7, 8.120224800303372e-05)	(8, 8.120224800303372e-05)	(9, 0.00024360674400910115)	(10, 0.00032480899201213487)	(15, 0.0003410494416127416)	(20, 0.00043849213921638204)	(25, 0.0009094651776339775)	(30, 0.0024847887888928316)	(35, 0.00838007199391308)	(40, 0.02104762268238634)	(45, 0.041981562217568436)	(50, 0.06674824785849372)	(55, 0.10195754259260911)	(60, 0.1358026395602736)	(65, 0.18691133445338304)	(70, 0.2352591529143893)	(75, 0.3144313447173471)	(80, 0.3806111768398196)	(85, 0.46852073052790394)	(90, 0.5529223471022572)	(95, 0.6623342560615448)	(100, 0.7622617424540781)	(105, 0.8942641168078097)	(110, 1.017853938268427)	(115, 1.1751102117511023)	(120, 1.3369300515715479)	(125, 1.5232892107385099)	(130, 1.714017050848036)	(135, 1.922934194510241)	(140, 2.023641222483603)
PID-2861-33_S228_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 8.120224800303372e-05)	(4, 8.120224800303372e-05)	(5, 0.0004872134880182023)	(6, 0.0004872134880182023)	(7, 0.0004872134880182023)	(8, 0.0006496179840242697)	(9, 0.0006496179840242697)	(10, 0.0007633011312285169)	(15, 0.0009581865264357978)	(20, 0.001006907875237618)	(25, 0.001136831472042472)	(30, 0.001315476417649146)	(35, 0.0016240449600606742)	(40, 0.001818930355267955)	(45, 0.002224941595283124)	(50, 0.002484788788892832)	(55, 0.0028745595793073933)	(60, 0.003134406772917101)	(65, 0.003280570819322562)	(70, 0.0038002652065419777)	(75, 0.004596047236971708)	(80, 0.006106409049828136)	(85, 0.01057253268999499)	(90, 0.022298137301633058)	(95, 0.03634612620615789)	(100, 0.0541943803172247)	(105, 0.07163662318827635)	(110, 0.10639118533357476)	(115, 0.16773136347506645)	(120, 0.24066722263139134)	(125, 0.3247115493145312)	(130, 0.38597052520801983)	(135, 0.4459465055830606)	(140, 0.47714440926582613)
PID-2861-33_S228_R2_001 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 8.120224800303372e-05)	(5, 8.120224800303372e-05)	(6, 8.120224800303372e-05)	(7, 8.120224800303372e-05)	(8, 8.120224800303372e-05)	(9, 0.00024360674400910115)	(10, 0.00032480899201213487)	(15, 0.0003410494416127416)	(20, 0.00043849213921638204)	(25, 0.0009419460768351911)	(30, 0.002501029238493438)	(35, 0.008250148397108225)	(40, 0.021047622682386337)	(45, 0.042079004915172066)	(50, 0.06708929730010646)	(55, 0.10307813361505098)	(60, 0.136322333947493)	(65, 0.18694381535258422)	(70, 0.23589253044881295)	(75, 0.3151296840501732)	(80, 0.38041629144461236)	(85, 0.46707533051344985)	(90, 0.550372596514962)	(95, 0.6607589324502859)	(100, 0.7599068772619901)	(105, 0.8935332965757823)	(110, 1.0164085382539731)	(115, 1.170985137552548)	(120, 1.330969806568125)	(125, 1.5141295971637678)	(130, 1.70100845071795)	(135, 1.9046961696087592)	(140, 2.003503064978851)
PID-2861-33_S228_R2_001 - polyg	(1, 0.48664507228218107)	(2, 0.4870510835221962)	(3, 0.4881067127462357)	(4, 0.4898931622023024)	(5, 0.4951713083224996)	(6, 0.5006930611867059)	(7, 0.5031291286267969)	(8, 0.5061336118029092)	(9, 0.5092192972270244)	(10, 0.5145461646960234)	(15, 0.5204252074514432)	(20, 0.5233160074803511)	(25, 0.5246964456964027)	(30, 0.5254759872772319)	(35, 0.5259307198660488)	(40, 0.5260931243620548)	(45, 0.5263692120052651)	(50, 0.5265478569508717)	(55, 0.526791463694881)	(60, 0.5271325131364937)	(65, 0.5273598794309022)	(70, 0.5275547648261094)	(75, 0.5278470929189203)	(80, 0.5282693446085363)	(85, 0.5289839243909629)	(90, 0.5293899356309779)	(95, 0.5298771491189962)	(100, 0.5304293244054168)	(105, 0.5316148772262611)	(110, 0.535707470525614)	(115, 0.5457278279291884)	(120, 0.5652326078995171)	(125, 0.5877581114955587)	(130, 0.6217331320600279)	(135, 0.6563090492597198)	(140, 0.6782823775693406)
PID-2861-34_S229_R1_001 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.00011376952569484738)	(8, 0.00011376952569484738)	(9, 0.0003413085770845421)	(10, 0.0003413085770845421)	(15, 0.0003413085770845421)	(20, 0.0003413085770845421)	(25, 0.0005688476284742369)	(30, 0.0019340819368124055)	(35, 0.007326757454748171)	(40, 0.019067772506456422)	(45, 0.04000136523430834)	(50, 0.06448456716383949)	(55, 0.10391708476967358)	(60, 0.13818446590896163)	(65, 0.18578563545968577)	(70, 0.2250816296346861)	(75, 0.2831951033596141)	(80, 0.333230940760208)	(85, 0.4004004687304459)	(90, 0.4645437273172008)	(95, 0.5623855194147696)	(100, 0.661137467717897)	(105, 0.800664414030058)	(110, 0.9190529824681161)	(115, 1.0588757295470836)	(120, 1.1954446681911783)	(125, 1.3569973946778617)	(130, 1.5381867412994754)	(135, 1.740650989226026)	(140, 1.8411322343197152)
PID-2861-34_S229_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.00022753905138969476)	(5, 0.0005688476284742369)	(6, 0.0005688476284742369)	(7, 0.0005688476284742369)	(8, 0.0005688476284742369)	(9, 0.0005688476284742369)	(10, 0.0007053710593080537)	(15, 0.0009556640158367181)	(20, 0.0011376952569484738)	(25, 0.0011376952569484738)	(30, 0.0015927733597278636)	(35, 0.002207128798480039)	(40, 0.0024119139447307644)	(45, 0.00261669909098149)	(50, 0.002707714711537367)	(55, 0.00304902328862191)	(60, 0.0032993162451505744)	(65, 0.0032993162451505744)	(70, 0.0036406248222351162)	(75, 0.004254980260987292)	(80, 0.0072812496444702324)	(85, 0.012673925162405997)	(90, 0.02778251817468173)	(95, 0.04637245867321979)	(100, 0.07194784804942148)	(105, 0.09656757340978646)	(110, 0.13686473941090138)	(115, 0.18853885798150108)	(120, 0.24480926539017256)	(125, 0.30704119594525414)	(130, 0.36119549017600144)	(135, 0.4179664834977303)	(140, 0.4499584741231214)
PID-2861-34_S229_R2_001 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.00011376952569484738)	(8, 0.00011376952569484738)	(9, 0.0003413085770845421)	(10, 0.0003413085770845421)	(15, 0.0003413085770845421)	(20, 0.0003413085770845421)	(25, 0.0005688476284742369)	(30, 0.002047851462507253)	(35, 0.007736327747249622)	(40, 0.019500096704096838)	(45, 0.040683982388477424)	(50, 0.06546298508481518)	(55, 0.10487274878551031)	(60, 0.13882157525285277)	(65, 0.18526229564148947)	(70, 0.22503612182440813)	(75, 0.28339988850586484)	(80, 0.3327076009420117)	(85, 0.3998316211019717)	(90, 0.4644754656017839)	(95, 0.5633184295254674)	(100, 0.661979362208039)	(105, 0.8033038670261783)	(110, 0.922761869005768)	(115, 1.0613559052072312)	(120, 1.1966278712584046)	(125, 1.3534022776659045)	(130, 1.5278564683663833)	(135, 1.7294788218027919)	(140, 1.8287313560189769)
PID-2861-34_S229_R2_001 - polyg	(1, 0.4118456830153475)	(2, 0.4123007611181269)	(3, 0.41343845637507537)	(4, 0.4145761516320238)	(5, 0.4181030069285641)	(6, 0.42106101459663015)	(7, 0.42424656131608585)	(8, 0.42709079945845707)	(9, 0.4287973423438798)	(10, 0.43355290851792444)	(15, 0.4378761504943286)	(20, 0.43994675586197474)	(25, 0.44085691206753364)	(30, 0.4414940214114248)	(35, 0.4422449002810107)	(40, 0.4425634549529563)	(45, 0.44276824009920707)	(50, 0.44310954867629154)	(55, 0.44313230258143055)	(60, 0.44313230258143055)	(65, 0.44313230258143055)	(70, 0.4433143338225423)	(75, 0.4433598416328202)	(80, 0.4434736111585151)	(85, 0.4439969509767113)	(90, 0.44415622831268414)	(95, 0.44424724393324)	(100, 0.4445885525103246)	(105, 0.4457034938621341)	(110, 0.4498902124077045)	(115, 0.45844568073995695)	(120, 0.4779912852543318)	(125, 0.49953923342093587)	(130, 0.5362640363152327)	(135, 0.5714870814703573)	(140, 0.594104463178493)
PID-2861-35_S230_R1_001 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0006955344370692034)	(10, 0.0006955344370692034)	(15, 0.0006955344370692034)	(20, 0.0006955344370692034)	(25, 0.0010664861368394451)	(30, 0.0019938653862650495)	(35, 0.004289129028593421)	(40, 0.012890571567015901)	(45, 0.027195396489405853)	(50, 0.04354045576053213)	(55, 0.07119954187465079)	(60, 0.0950795575473601)	(65, 0.12844202604544622)	(70, 0.16335785478632023)	(75, 0.21862965805208626)	(80, 0.2679662341215284)	(85, 0.33879482429640895)	(90, 0.4017175063699362)	(95, 0.4915110021955703)	(100, 0.5759025138933004)	(105, 0.6900628994975924)	(110, 0.7954595511948123)	(115, 0.9299759113239962)	(120, 1.0574673736387812)	(125, 1.2179967217143535)	(130, 1.388217182946423)	(135, 1.5793500462530399)	(140, 1.6712533298711174)
PID-2861-35_S230_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0003477672185346017)	(6, 0.0003477672185346017)	(7, 0.00046368962471280225)	(8, 0.0005796120308910028)	(9, 0.0005796120308910028)	(10, 0.0007419033995404835)	(15, 0.000834641324483044)	(20, 0.0009737482118968848)	(25, 0.0011592240617820057)	(30, 0.001414253355374047)	(35, 0.0015765447240235274)	(40, 0.0017620205739086487)	(45, 0.0021329722736788902)	(50, 0.002457555010977852)	(55, 0.002828506710748094)	(60, 0.0031994584105183355)	(65, 0.0034776721853460165)	(70, 0.003755885960173698)	(75, 0.004358682472300341)	(80, 0.005262877240490306)	(85, 0.0083232287635948)	(90, 0.017017409226959844)	(95, 0.028053222295124535)	(100, 0.042728998917284725)	(105, 0.05684834798978955)	(110, 0.08211943253663727)	(115, 0.12526575211616353)	(120, 0.178126369333423)	(125, 0.239518875645398)	(130, 0.2880671793528284)	(135, 0.33853979500281695)	(140, 0.36457596743044074)
PID-2861-35_S230_R2_001 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0006955344370692034)	(10, 0.0006955344370692034)	(15, 0.0006955344370692034)	(20, 0.0006955344370692034)	(25, 0.0010664861368394451)	(30, 0.0019938653862650495)	(35, 0.004405051434771621)	(40, 0.0127746491608377)	(45, 0.027009920639520735)	(50, 0.04340134887311829)	(55, 0.07099088154353002)	(60, 0.09561280061577983)	(65, 0.12934622081363617)	(70, 0.16405338922338944)	(75, 0.21835144427725858)	(80, 0.26676064109727515)	(85, 0.3373342019785636)	(90, 0.39967727202119996)	(95, 0.4898649040278399)	(100, 0.5737231726571502)	(105, 0.6860751687250621)	(110, 0.7916572962721672)	(115, 0.9236001789841952)	(120, 1.0481008432195824)	(125, 1.204109217454205)	(130, 1.3708751909821644)	(135, 1.56196168532631)	(140, 1.6539808913505656)
PID-2861-35_S230_R2_001 - polyg	(1, 0.4509381600332002)	(2, 0.4517496168764476)	(3, 0.45325660815676416)	(4, 0.4551113666556154)	(5, 0.459516418090387)	(6, 0.46345777990044584)	(7, 0.46623991764872263)	(8, 0.46879021058464304)	(9, 0.4724997275823455)	(10, 0.4772757307168873)	(15, 0.481935811445251)	(20, 0.4842310750875794)	(25, 0.4858076198116029)	(30, 0.4864104163237296)	(35, 0.4867349990610285)	(40, 0.48729142661068386)	(45, 0.48768556279168973)	(50, 0.4877551162353967)	(55, 0.4879869610477531)	(60, 0.48826517482258075)	(65, 0.4883579127475233)	(70, 0.4887288644472935)	(75, 0.4890534471845925)	(80, 0.4895171368093053)	(85, 0.49032859365255277)	(90, 0.49065317638985173)	(95, 0.4908850212022081)	(100, 0.4911400504958001)	(105, 0.4918819538953406)	(110, 0.4934584986193641)	(115, 0.4988372982660326)	(120, 0.5129798318197731)	(125, 0.5277947153293472)	(130, 0.5524398188828326)	(135, 0.5785919137166345)	(140, 0.5939864092570997)
PID-2861-36_S231_R1_001 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 9.35924721702784e-05)	(10, 9.35924721702784e-05)	(15, 0.00016846644990650112)	(20, 0.0004866808552854477)	(25, 0.0006364288107578931)	(30, 0.0011418281604773967)	(35, 0.004455001675305251)	(40, 0.012522672776383251)	(45, 0.030286523994302088)	(50, 0.04881783348401721)	(55, 0.08062055552747782)	(60, 0.10521665721382698)	(65, 0.14926127461716)	(70, 0.1864174860687605)	(75, 0.24568023944698075)	(80, 0.29942103696715466)	(85, 0.3725167577321421)	(90, 0.4398659007058744)	(95, 0.5349558524308773)	(100, 0.6232135536874498)	(105, 0.7467743354466513)	(110, 0.8718700337494456)	(115, 1.0182673787181948)	(120, 1.1643652277759995)	(125, 1.3352089264756257)	(130, 1.5204471473950407)	(135, 1.719499617206789)	(140, 1.8198120288788933)
PID-2861-36_S231_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 9.35924721702784e-05)	(4, 9.35924721702784e-05)	(5, 0.0003743698886811136)	(6, 0.0006551473051919488)	(7, 0.000935924721702784)	(8, 0.0010295171938730623)	(9, 0.0011231096660433409)	(10, 0.0014038870825541759)	(15, 0.001572353532460677)	(20, 0.001684664499065011)	(25, 0.001684664499065011)	(30, 0.0019092864322736794)	(35, 0.002190063848784515)	(40, 0.0022649378265207376)	(45, 0.0023585302986910157)	(50, 0.0026580262096359063)	(55, 0.003051114592751076)	(60, 0.0034816399647343566)	(65, 0.0038747283478495257)	(70, 0.00438012769756903)	(75, 0.004941682530590699)	(80, 0.006420443590881099)	(85, 0.011100067199395018)	(90, 0.022424756331998703)	(95, 0.03872856498406121)	(100, 0.05798989575670449)	(105, 0.07886101705067658)	(110, 0.11133760489376318)	(115, 0.16157804395476866)	(120, 0.211444113127093)	(125, 0.27838144922327607)	(130, 0.3400214513946215)	(135, 0.4056110558915525)	(140, 0.43688966009085956)
PID-2861-36_S231_R2_001 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 9.35924721702784e-05)	(10, 9.35924721702784e-05)	(15, 0.00024334042764272384)	(20, 0.0005802733274557261)	(25, 0.0007674582717962829)	(30, 0.001460042565856343)	(35, 0.00467962360851392)	(40, 0.012934479653932476)	(45, 0.030979108288362152)	(50, 0.049547854766945384)	(55, 0.0814254507881422)	(60, 0.10671413676855143)	(65, 0.15150749394924667)	(70, 0.18909423077283047)	(75, 0.24959240478369846)	(80, 0.303576542731515)	(85, 0.3769530409130133)	(90, 0.4440588434591029)	(95, 0.5388305807787268)	(100, 0.6270508450464313)	(105, 0.7516972994828082)	(110, 0.8772609601464534)	(115, 1.0244444818814333)	(120, 1.1695128137453648)	(125, 1.338316196551679)	(130, 1.5223938708161824)	(135, 1.7213527481557604)	(140, 1.8217774707944692)
PID-2861-36_S231_R2_001 - polyg	(1, 0.5198125904337262)	(2, 0.5205613302110884)	(3, 0.5210292925719399)	(4, 0.5222459947101534)	(5, 0.5263640634856457)	(6, 0.5297333924837757)	(7, 0.5318860193436922)	(8, 0.5350681633974816)	(9, 0.5369400128408872)	(10, 0.542274783754593)	(15, 0.5479464875681119)	(20, 0.5501739884057646)	(25, 0.5514655645217144)	(30, 0.5522143042990766)	(35, 0.5528507331098345)	(40, 0.5531689475152134)	(45, 0.553655628370499)	(50, 0.5541235907313502)	(55, 0.5542920571812567)	(60, 0.5545915530922017)	(65, 0.5549284859920147)	(70, 0.555377729858432)	(75, 0.5556210702860747)	(80, 0.5561077511413601)	(85, 0.5565757135022116)	(90, 0.5568003354354202)	(95, 0.5573057347851398)	(100, 0.5576988231682549)	(105, 0.5582416595068425)	(110, 0.5606001898055336)	(115, 0.5667398559799038)	(120, 0.5819767104492252)	(125, 0.5999090281170505)	(130, 0.6283611396568152)	(135, 0.6561393853969537)	(140, 0.6733042447929828)
PID-2861-37_S232_R1_001 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0)	(25, 0.0)	(30, 0.0)	(35, 0.00013476907319308364)	(40, 0.0017969209759077821)	(45, 0.007052914830438043)	(50, 0.011275679123821334)	(55, 0.019811053759383298)	(60, 0.027178429760605204)	(65, 0.04519256254408072)	(70, 0.05651316469229974)	(75, 0.07924421503753319)	(80, 0.10112172791921044)	(85, 0.13148969241205197)	(90, 0.15817396890428254)	(95, 0.19653823173991367)	(100, 0.23117388355053614)	(105, 0.28022982619281855)	(110, 0.327084540639614)	(115, 0.39671522845604057)	(120, 0.4615391526619138)	(125, 0.5371895257476315)	(130, 0.6150411270288361)	(135, 0.7167468542652164)	(140, 0.7623437240288765)
PID-2861-37_S232_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.00022461512198847274)	(8, 0.00022461512198847274)	(9, 0.0004492302439769455)	(10, 0.0008086144391585018)	(15, 0.0008984604879538908)	(20, 0.0008984604879538908)	(25, 0.0008984604879538908)	(30, 0.0014375367807262257)	(35, 0.0017969209759077817)	(40, 0.0017969209759077817)	(45, 0.002021536097896255)	(50, 0.002021536097896255)	(55, 0.002021536097896255)	(60, 0.0021563051710893387)	(65, 0.0023809202930778115)	(70, 0.0024707663418732004)	(75, 0.0024707663418732004)	(80, 0.002695381463861673)	(85, 0.002785227512657062)	(90, 0.0037286110250086477)	(95, 0.005121224781337179)	(100, 0.007142760879233434)	(105, 0.009209220001527383)	(110, 0.017609825563896266)	(115, 0.037465802347677254)	(120, 0.056333472594708965)	(125, 0.07928913806193089)	(130, 0.0997740371872796)	(135, 0.11832724626352745)	(140, 0.1271321590454756)
PID-2861-37_S232_R2_001 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0)	(25, 0.0)	(30, 0.0)	(35, 0.00013476907319308364)	(40, 0.0017969209759077821)	(45, 0.007412299025619601)	(50, 0.012803061953342947)	(55, 0.02318028058921039)	(60, 0.032614115712726245)	(65, 0.0535482450820519)	(70, 0.06774392079172338)	(75, 0.09281096840563693)	(80, 0.11796786206834589)	(85, 0.15377151251330845)	(90, 0.18490316842091076)	(95, 0.22951173164782146)	(100, 0.26899907009339497)	(105, 0.3274888478591933)	(110, 0.38233986064877834)	(115, 0.4625274591986631)	(120, 0.5414122900410148)	(125, 0.6346275656662309)	(130, 0.7311671450968765)	(135, 0.8502580827751647)	(140, 0.9056481718575221)
PID-2861-37_S232_R2_001 - polyg	(1, 0.2670673800442941)	(2, 0.26729199516628255)	(3, 0.26729199516628255)	(4, 0.267965840532248)	(5, 0.26841507077622495)	(6, 0.2704366068741212)	(7, 0.27178429760605205)	(8, 0.27313198833798286)	(9, 0.27403044882593675)	(10, 0.27560275467985607)	(15, 0.2772649065825708)	(20, 0.27766921380215004)	(25, 0.27829813614371773)	(30, 0.278702443363297)	(35, 0.27897198150968316)	(40, 0.2790618275584785)	(45, 0.2791965966316716)	(50, 0.279286442680467)	(55, 0.2794212117536601)	(60, 0.2795559808268532)	(65, 0.2796458268756486)	(70, 0.2796458268756486)	(75, 0.2796458268756486)	(80, 0.27987044199763705)	(85, 0.2802747492172163)	(90, 0.28058921038800017)	(95, 0.28076890248559094)	(100, 0.28076890248559094)	(105, 0.2809935176075794)	(110, 0.2810384406319771)	(115, 0.28193690111993097)	(120, 0.28651904960849583)	(125, 0.29190981253621917)	(130, 0.3001307260009973)	(135, 0.30965440717330855)	(140, 0.31423655566187336)
PID-2861-38_S233_R1_001 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 9.166129684235998e-05)	(5, 9.166129684235998e-05)	(6, 9.166129684235998e-05)	(7, 9.166129684235998e-05)	(8, 9.166129684235998e-05)	(9, 0.00027498389052707994)	(10, 0.0004949710029487439)	(15, 0.0006782935966334638)	(20, 0.0010082742652659598)	(25, 0.0013932517120038717)	(30, 0.0021265420867427514)	(35, 0.006892929522545471)	(40, 0.01640737213478244)	(45, 0.035876231584099694)	(50, 0.0552534297365746)	(55, 0.086418270662977)	(60, 0.11835306648285522)	(65, 0.16665856991877892)	(70, 0.20746617927299757)	(75, 0.26464449624326175)	(80, 0.31775305163372514)	(85, 0.39518851520615084)	(90, 0.4599563875549624)	(95, 0.5574840073952336)	(100, 0.6503918978746495)	(105, 0.7690382805074003)	(110, 0.8772169430407535)	(115, 1.0230317340575799)	(120, 1.1620819213674398)	(125, 1.3252573620062091)	(130, 1.5019070132808052)	(135, 1.693754107571865)	(140, 1.7855620624891726)
PID-2861-38_S233_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 9.166129684235998e-05)	(5, 0.00018332259368471996)	(6, 0.0003666451873694399)	(7, 0.0003666451873694399)	(8, 0.0004583064842117999)	(9, 0.0005499677810541599)	(10, 0.0007332903747388798)	(15, 0.0008249516715812397)	(20, 0.0009166129684235998)	(25, 0.000989942005897488)	(30, 0.0011549323402137359)	(35, 0.0014115839713723436)	(40, 0.0017598968993733117)	(45, 0.0021082098273742795)	(50, 0.0021082098273742795)	(55, 0.0022182033835851113)	(60, 0.0023098646804274718)	(65, 0.0025115195334806635)	(70, 0.003061487314534823)	(75, 0.0036297873549574556)	(80, 0.0052980229574884075)	(85, 0.011879304070769854)	(90, 0.024345240441330813)	(95, 0.04066095127927089)	(100, 0.061486397921855084)	(105, 0.08401674468570716)	(110, 0.12315611843739487)	(115, 0.1749997479314337)	(120, 0.2276866613564222)	(125, 0.2887147527940655)	(130, 0.3516677314653983)	(135, 0.41555565536452316)	(140, 0.44978198360546046)
PID-2861-38_S233_R2_001 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 9.166129684235998e-05)	(5, 9.166129684235998e-05)	(6, 9.166129684235998e-05)	(7, 9.166129684235998e-05)	(8, 9.166129684235998e-05)	(9, 0.00018332259368471996)	(10, 0.0004033097061063839)	(15, 0.0005866322997911039)	(20, 0.0009166129684235998)	(25, 0.0013199226745299838)	(30, 0.0020715453086373355)	(35, 0.007167913413072552)	(40, 0.01697567217520507)	(45, 0.03712282522115579)	(50, 0.05628003626120903)	(55, 0.08823316434045572)	(60, 0.12025962145717631)	(65, 0.16821681196509905)	(70, 0.2095560568410034)	(75, 0.2669543609236892)	(80, 0.32050289053899594)	(85, 0.3975533766646837)	(90, 0.4631462006850765)	(95, 0.5615904334937711)	(100, 0.6535450464860267)	(105, 0.7720447710438296)	(110, 0.8822399821077148)	(115, 1.0281097699026467)	(120, 1.1659866926129243)	(125, 1.3273289073148464)	(130, 1.499560484081641)	(135, 1.6895926846952218)	(140, 1.7820789332091629)
PID-2861-38_S233_R2_001 - polyg	(1, 0.4089010452137679)	(2, 0.4092676904011373)	(3, 0.41082593244745746)	(4, 0.4121091906032505)	(5, 0.4159589650706296)	(6, 0.4217336267716983)	(7, 0.42576672383276215)	(8, 0.4278749336601364)	(9, 0.4315413855338308)	(10, 0.4364910955633182)	(15, 0.44054252488375056)	(20, 0.442889054082915)	(25, 0.44386066382944406)	(30, 0.44450229290734045)	(35, 0.4451072574665001)	(40, 0.4453272445789217)	(45, 0.44549223491323797)	(50, 0.4457122220256597)	(55, 0.4459688736568183)	(60, 0.4460605349536606)	(65, 0.4464088478816616)	(70, 0.4467204962909256)	(75, 0.4470688092189266)	(80, 0.4472887963313482)	(85, 0.44758211248124374)	(90, 0.44793042540924477)	(95, 0.44849872544966746)	(100, 0.44897536419324763)	(105, 0.44965365778988114)	(110, 0.452715145104416)	(115, 0.46056135211412197)	(120, 0.4776653501049063)	(125, 0.4963825869201163)	(130, 0.5256775373909346)	(135, 0.5561640847207034)	(140, 0.5789327508563457)
PID-2861-39_S234_R1_001 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 9.55204719475478e-05)	(5, 9.55204719475478e-05)	(6, 9.55204719475478e-05)	(7, 9.55204719475478e-05)	(8, 9.55204719475478e-05)	(9, 0.00028656141584264337)	(10, 0.0003820818877901912)	(15, 0.0008787883419174396)	(20, 0.001127141568981064)	(25, 0.0015092234567712554)	(30, 0.0023689077042991853)	(35, 0.006495392092433249)	(40, 0.016123855664746067)	(45, 0.03687090217175345)	(50, 0.05855404930384681)	(55, 0.09200531857987804)	(60, 0.12045131512585776)	(65, 0.16781036511745198)	(70, 0.2092471458482982)	(75, 0.2686608793996729)	(80, 0.3204902874784124)	(85, 0.3992373645519708)	(90, 0.469464015527808)	(95, 0.5669522091974752)	(100, 0.6526149684400361)	(105, 0.7653673335269215)	(110, 0.8750630435114853)	(115, 1.0137205605905457)	(120, 1.1514610811389097)	(125, 1.316023750210145)	(130, 1.482783390136174)	(135, 1.6758493680365576)	(140, 1.7692301814124802)
PID-2861-39_S234_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 9.55204719475478e-05)	(4, 9.55204719475478e-05)	(5, 0.000477602359737739)	(6, 0.000477602359737739)	(7, 0.000477602359737739)	(8, 0.000477602359737739)	(9, 0.000477602359737739)	(10, 0.0006304351148538154)	(15, 0.0008596842475279302)	(20, 0.0009934129082544972)	(25, 0.001088933380202045)	(30, 0.00129907841848665)	(35, 0.001910409438950956)	(40, 0.0022924913267411474)	(45, 0.002846510064036924)	(50, 0.0032285919518271157)	(55, 0.0035915697452277976)	(60, 0.0041073802937445555)	(65, 0.004623190842261314)	(70, 0.0048333358805459185)	(75, 0.005521083278568263)	(80, 0.007297764056792652)	(85, 0.012761535052192385)	(90, 0.02601977655851202)	(95, 0.04372927205758738)	(100, 0.06478198407482691)	(105, 0.08463113814552735)	(110, 0.11926686127370818)	(115, 0.1750508168910761)	(120, 0.23012792101603213)	(125, 0.2912419189680732)	(130, 0.3505410279531109)	(135, 0.4220667573474347)	(140, 0.4571609787409638)
PID-2861-39_S234_R2_001 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.00028656141584264337)	(5, 0.00028656141584264337)	(6, 0.00028656141584264337)	(7, 0.00028656141584264337)	(8, 0.00028656141584264337)	(9, 0.000477602359737739)	(10, 0.0004967064541272486)	(15, 0.0008214760587489111)	(20, 0.001127141568981064)	(25, 0.001566535739939784)	(30, 0.0024835322706362427)	(35, 0.006915682169002462)	(40, 0.016716082590820865)	(45, 0.03782610689122893)	(50, 0.05908896394675307)	(55, 0.09225367180694166)	(60, 0.12014564961562561)	(65, 0.16714172181381912)	(70, 0.20871223120539195)	(75, 0.2677438828689765)	(80, 0.3192485213430943)	(85, 0.3977281410951995)	(90, 0.46694227506839264)	(95, 0.5631887026027419)	(100, 0.6480490898809433)	(105, 0.760591309929544)	(110, 0.8687013800797787)	(115, 1.0037673274136112)	(120, 1.138508505142822)	(125, 1.2982569424279014)	(130, 1.461291283947976)	(135, 1.6546629273585913)	(140, 1.7469739114487017)
