Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
PID-2861-27_S222_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.00016568745381462225)	(6, 0.00024853118072193337)	(7, 0.00024853118072193337)	(8, 0.00024853118072193337)	(9, 0.00024853118072193337)	(10, 0.00024853118072193337)	(15, 0.00024853118072193337)	(20, 0.00024853118072193337)	(25, 0.00029823741686632)	(30, 0.0005467685975882534)	(35, 0.0012923621397540534)	(40, 0.0017894245011979202)	(45, 0.001988249445775467)	(50, 0.002369330589549098)	(55, 0.0029160991871373517)	(60, 0.0031314928770963604)	(65, 0.003313749076292445)	(70, 0.0036616927293031515)	(75, 0.004639248706809423)	(80, 0.00767132911161701)	(85, 0.013636077448943412)	(90, 0.026957348735639042)	(95, 0.044023156478545135)	(100, 0.0649660506407134)	(105, 0.08753268185026494)	(110, 0.12736394574730012)	(115, 0.18977840959926834)	(120, 0.25376690426247545)	(125, 0.32883988958588073)	(130, 0.39973755107315767)	(135, 0.46740430721104936)	(140, 0.5014530789699543)
PID-2861-27_S222_R2_001 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.00024853118072193337)	(5, 0.00024853118072193337)	(6, 0.00024853118072193337)	(7, 0.00024853118072193337)	(8, 0.00024853118072193337)	(9, 0.0004970623614438667)	(10, 0.0004970623614438667)	(15, 0.0006130435791141023)	(20, 0.0008947122505989601)	(25, 0.001474618338950138)	(30, 0.0034297302939626808)	(35, 0.009344772395144696)	(40, 0.021622212722808204)	(45, 0.04304560050103886)	(50, 0.06660635643347815)	(55, 0.10310730250883944)	(60, 0.1383821614259725)	(65, 0.19277735251331296)	(70, 0.23762894626093126)	(75, 0.30478207129199764)	(80, 0.3655396606058196)	(85, 0.4518793927886192)	(90, 0.5244504975594237)	(95, 0.6250559195156624)	(100, 0.7216517050895872)	(105, 0.8484191760031546)	(110, 0.968260911347271)	(115, 1.1202128752406613)	(120, 1.2716677767726072)	(125, 1.4415636919141208)	(130, 1.6257418655744549)	(135, 1.8265219221070144)	(140, 1.9238798699684863)
PID-2861-27_S222_R2_001 - polyg	(1, 0.47900242897807294)	(2, 0.4794994913395168)	(3, 0.48065930351621916)	(4, 0.48215049060055076)	(5, 0.4853813959499359)	(6, 0.48786670775715524)	(7, 0.48861230129932104)	(8, 0.4909319256527257)	(9, 0.49350008118685235)	(10, 0.49794050494908426)	(15, 0.5017844538775835)	(20, 0.5034578971611111)	(25, 0.5043857469024731)	(30, 0.5052970278984535)	(35, 0.5056946777876086)	(40, 0.5059266402229491)	(45, 0.5063242901121041)	(50, 0.5065396838020632)	(55, 0.5068876274550739)	(60, 0.5072687085988475)	(65, 0.507500671034188)	(70, 0.507500671034188)	(75, 0.5076000835064768)	(80, 0.5078651834325801)	(85, 0.5082296958309724)	(90, 0.5085113645024572)	(95, 0.5089918581185195)	(100, 0.5094889204799634)	(105, 0.510764713874336)	(110, 0.5154205313265269)	(115, 0.5239865726887428)	(120, 0.5435873984750127)	(125, 0.5662203046660901)	(130, 0.598943576794478)	(135, 0.6345166731284774)	(140, 0.6563708482866261)
PID-2861-28_S223_R1_001 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.00010252015033554845)	(10, 0.00010252015033554845)	(15, 0.0002050403006710969)	(20, 0.00032806448107375503)	(25, 0.0008816732928857166)	(30, 0.0018658667361069817)	(35, 0.006540785591407991)	(40, 0.014824413738520306)	(45, 0.03635364530898548)	(50, 0.05587348193287391)	(55, 0.09070982901689327)	(60, 0.12331123682359768)	(65, 0.1694453044745945)	(70, 0.21338544090841055)	(75, 0.28517005017336156)	(80, 0.34149462076771187)	(85, 0.42615576091480784)	(90, 0.5061214781765356)	(95, 0.6097078380755738)	(100, 0.7033497433920637)	(105, 0.8224371500218368)	(110, 0.9396176818553688)	(115, 1.0945256290123822)	(120, 1.2422571656459076)	(125, 1.4155162197129847)	(130, 1.603087086766904)	(135, 1.8056669038299478)	(140, 1.902158869325766)
PID-2861-28_S223_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.00030756045100664535)	(6, 0.00030756045100664535)	(7, 0.00030756045100664535)	(8, 0.0004100806013421938)	(9, 0.0004100806013421938)	(10, 0.0005536088118119617)	(15, 0.0007176410523488391)	(20, 0.0007586491124830586)	(25, 0.0008201612026843876)	(30, 0.00133276195436213)	(35, 0.0018248586759727625)	(40, 0.002337459427650505)	(45, 0.0024809876381202724)	(50, 0.0026450198786571503)	(55, 0.0028910682394624665)	(60, 0.0031576206303348927)	(65, 0.0035266931715428667)	(70, 0.003854757652616622)	(75, 0.004490382584697023)	(80, 0.006622801711676429)	(85, 0.011687297138252523)	(90, 0.02456382802039741)	(95, 0.04389912837368184)	(100, 0.06296787633609387)	(105, 0.08685507136427664)	(110, 0.12478752698842958)	(115, 0.1773188520203646)	(120, 0.24188604270169303)	(125, 0.317217849168254)	(130, 0.3838149388262263)	(135, 0.45906472917251884)	(140, 0.4996832127354632)
PID-2861-28_S223_R2_001 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.00010252015033554845)	(10, 0.00010252015033554845)	(15, 0.00028705642093953567)	(20, 0.0004305846314093035)	(25, 0.0010046974732883748)	(30, 0.0020914110668451883)	(35, 0.006950866192750186)	(40, 0.015357518520265156)	(45, 0.03627162918871704)	(50, 0.0554428973014646)	(55, 0.09070982901689326)	(60, 0.12376232548507408)	(65, 0.16973236089553403)	(70, 0.21387753763002118)	(75, 0.28678986854866323)	(80, 0.343380991533886)	(85, 0.428247171981653)	(90, 0.508438433574119)	(95, 0.6117992491424189)	(100, 0.7053591383386404)	(105, 0.8254922505018362)	(110, 0.9456048586349647)	(115, 1.100594821912247)	(120, 1.246952588531276)	(125, 1.418591824223051)	(130, 1.6045223688716017)	(135, 1.8061795045816254)	(140, 1.9018513088747593)
PID-2861-28_S223_R2_001 - polyg	(1, 0.44934581892070885)	(2, 0.4498584196723866)	(3, 0.450678580875071)	(4, 0.45160126222809094)	(5, 0.45375418538513745)	(6, 0.45693231004553947)	(7, 0.4593927936535926)	(8, 0.46216083771265243)	(9, 0.46390368026835677)	(10, 0.4680454943419129)	(15, 0.47198226811479793)	(20, 0.4738686388809721)	(25, 0.4747503121738578)	(30, 0.47536543307587104)	(35, 0.4758575297974817)	(40, 0.476103578158287)	(45, 0.47639063457922654)	(50, 0.4766161789099648)	(55, 0.4768007151805687)	(60, 0.47739533205251494)	(65, 0.4775798683231189)	(70, 0.4777439005636558)	(75, 0.4780104529545282)	(80, 0.4782154932551993)	(85, 0.47833851743560196)	(90, 0.4786460778866086)	(95, 0.47903565445788365)	(100, 0.4795687592396286)	(105, 0.4802453922318432)	(110, 0.4835465410726479)	(115, 0.4902718629346598)	(120, 0.506367526537341)	(125, 0.5274661734763969)	(130, 0.5563768558710215)	(135, 0.5905980820530276)	(140, 0.6135830997582575)
PID-2861-29_S224_R1_001 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.00011327991807596324)	(8, 0.0002265598361519265)	(9, 0.000453119672303853)	(10, 0.0005663995903798162)	(15, 0.0005890555739950089)	(20, 0.0006796795084557795)	(25, 0.0008156154101469354)	(30, 0.0017445107383698341)	(35, 0.007703034429165501)	(40, 0.019144306154837788)	(45, 0.03735971698145268)	(50, 0.0576368223170501)	(55, 0.09504185126573315)	(60, 0.12632976463831422)	(65, 0.1753573131815911)	(70, 0.22168879967466007)	(75, 0.28940753470047087)	(80, 0.3447787586560017)	(85, 0.43209491950895423)	(90, 0.5081284005215407)	(95, 0.6101709507243684)	(100, 0.7057338896132511)	(105, 0.8239301561337111)	(110, 0.9419451747852495)	(115, 1.0924941859082047)	(120, 1.2439947483429978)	(125, 1.4191255016884372)	(130, 1.6051990951200144)	(135, 1.8106888665098118)	(140, 1.9044619826930942)
PID-2861-29_S224_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.00011327991807596324)	(5, 0.00033983975422788976)	(6, 0.000453119672303853)	(7, 0.000453119672303853)	(8, 0.000453119672303853)	(9, 0.000453119672303853)	(10, 0.0006570235248405867)	(15, 0.001087487213529247)	(20, 0.001223423115220403)	(25, 0.0014726389349875222)	(30, 0.0015632628694482928)	(35, 0.0016991987711394488)	(40, 0.001812478689215412)	(45, 0.0020616945089825312)	(50, 0.002333566312364843)	(55, 0.002854653935514274)	(60, 0.0030585577880510076)	(65, 0.0031491817225117783)	(70, 0.003171837706126971)	(75, 0.0035796454112004385)	(80, 0.005641339920182969)	(85, 0.011849079430745757)	(90, 0.023516910992569966)	(95, 0.03948937944128079)	(100, 0.059925076662184565)	(105, 0.0829209000316051)	(110, 0.1198501533243691)	(115, 0.18104396506900447)	(120, 0.2474033410779038)	(125, 0.3167759629076236)	(130, 0.3827728431786798)	(135, 0.4560422941902128)	(140, 0.48846300674355353)
PID-2861-29_S224_R2_001 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.00011327991807596324)	(8, 0.0002265598361519265)	(9, 0.000453119672303853)	(10, 0.0005663995903798162)	(15, 0.0005890555739950089)	(20, 0.0006796795084557795)	(25, 0.0008835833609925134)	(30, 0.0019937265581369532)	(35, 0.007997562216163006)	(40, 0.01975601771244799)	(45, 0.03817533239159961)	(50, 0.05870165354696415)	(55, 0.09658245815156627)	(60, 0.12827817922922077)	(65, 0.17750963162503441)	(70, 0.22390908606894894)	(75, 0.29117470142245594)	(80, 0.3458209339023006)	(85, 0.43293319090271637)	(90, 0.508400272324923)	(95, 0.6113717178559737)	(100, 0.7071159046137778)	(105, 0.8266941861347645)	(110, 0.9454115402783743)	(115, 1.0949410321386457)	(120, 1.244447868015302)	(125, 1.4178341106223713)	(130, 1.5997163470851377)	(135, 1.8015358491292741)	(140, 1.8946066298204853)
PID-2861-29_S224_R2_001 - polyg	(1, 0.49763868010770657)	(2, 0.4980917997800104)	(3, 0.499451158796922)	(4, 0.5005839579776816)	(5, 0.5048885948645682)	(6, 0.5097596313418347)	(7, 0.5121385096214298)	(8, 0.514970507573329)	(9, 0.5181423452794559)	(10, 0.5238969651177149)	(15, 0.5282016020046015)	(20, 0.5299914247102016)	(25, 0.5309656320056548)	(30, 0.5315320315960348)	(35, 0.5321663991372602)	(40, 0.5323703029897968)	(45, 0.5326195188095639)	(50, 0.5329140465965615)	(55, 0.5330726384818678)	(60, 0.5333445102852501)	(65, 0.5335937261050173)	(70, 0.533684350039478)	(75, 0.5341827816790122)	(80, 0.5344999654496251)	(85, 0.5351796449580808)	(90, 0.5355194847123086)	(95, 0.5359726043846125)	(100, 0.5361538522535341)	(105, 0.5369014997128353)	(110, 0.5409795767635701)	(115, 0.5505177458655661)	(120, 0.5671472378391176)	(125, 0.5866313837481834)	(130, 0.6188481924489871)	(135, 0.6525149841011635)	(140, 0.6734491129616015)
PID-2861-2_S197_R1_001 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0007338764718154741)	(10, 0.0007338764718154741)	(15, 0.0007338764718154741)	(20, 0.0010064591613469357)	(25, 0.0015306566412151318)	(30, 0.0027048589961198902)	(35, 0.008471031274670044)	(40, 0.02050660541244382)	(45, 0.04275354645805005)	(50, 0.06579726767305594)	(55, 0.10242818756624546)	(60, 0.14082041099179213)	(65, 0.1948127514182163)	(70, 0.24106793704178586)	(75, 0.3126104090941972)	(80, 0.38155286164646235)	(85, 0.47150514919184483)	(90, 0.5456266728452077)	(95, 0.6477403419235321)	(100, 0.7450733299854587)	(105, 0.8753468876823028)	(110, 0.9908380764468637)	(115, 1.1468392464556387)	(120, 1.3017920215046774)	(125, 1.4811723991155739)	(130, 1.6691286474971143)	(135, 1.8771721433072037)	(140, 1.9788454865024392)
PID-2861-2_S197_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.00010483949597363916)	(4, 0.00010483949597363916)	(5, 0.0002096789919472783)	(6, 0.0002096789919472783)	(7, 0.0002096789919472783)	(8, 0.0002096789919472783)	(9, 0.0003145184879209175)	(10, 0.0005661332782576514)	(15, 0.0007758122702049297)	(20, 0.0008387159677891132)	(25, 0.0010483949597363915)	(30, 0.0012161381532942144)	(35, 0.0015516245404098596)	(40, 0.0018032393307465936)	(45, 0.0024322763065884284)	(50, 0.002893570088872441)	(55, 0.0036064786614931873)	(60, 0.0039000292502193766)	(65, 0.004151644040556111)	(70, 0.004864552613176856)	(75, 0.0058919796737185205)	(80, 0.007758122702049297)	(85, 0.013775909770936184)	(90, 0.02715342945717254)	(95, 0.04367613402261807)	(100, 0.06378434935036206)	(105, 0.08397643627488496)	(110, 0.12681385432971393)	(115, 0.1880610878775139)	(120, 0.2552841726958114)	(125, 0.3377089844302864)	(130, 0.4073643455551723)	(135, 0.47108579120795013)	(140, 0.5044876546251517)
PID-2861-2_S197_R2_001 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0007338764718154741)	(10, 0.0007338764718154741)	(15, 0.0007338764718154741)	(20, 0.0010693628589311193)	(25, 0.001635496137188771)	(30, 0.002788730592898802)	(35, 0.008659742367422594)	(40, 0.020422733815664906)	(45, 0.042795482256439504)	(50, 0.0667408231368187)	(55, 0.10427336269538152)	(60, 0.14264461822173344)	(65, 0.1964063117570156)	(70, 0.24322763065884284)	(75, 0.31470719901367006)	(80, 0.3830206145900933)	(85, 0.4728261268411126)	(90, 0.5478492701598487)	(95, 0.6518710180648936)	(100, 0.7486798086469519)	(105, 0.8797711144123903)	(110, 0.9955558537656775)	(115, 1.1501102387300164)	(120, 1.3036162287346187)	(125, 1.4784256043210646)	(130, 1.6622302086620486)	(135, 1.8669398085001767)	(140, 1.968361536905075)
PID-2861-2_S197_R2_001 - polyg	(1, 0.5551251311804193)	(2, 0.5559638471482085)	(3, 0.5574316000918395)	(4, 0.5599477479952067)	(5, 0.5649800438019414)	(6, 0.5688591051529661)	(7, 0.5721091295281489)	(8, 0.5744155984395689)	(9, 0.5772462648308572)	(10, 0.5829075976134337)	(15, 0.5876044070330527)	(20, 0.5894495821621889)	(25, 0.5900366833396411)	(30, 0.5903512018275621)	(35, 0.5907076561138724)	(40, 0.5912318535937408)	(45, 0.5914834683840773)	(50, 0.5917141152752194)	(55, 0.592049601662335)	(60, 0.5921544411583086)	(65, 0.592594767041398)	(70, 0.5929931571260978)	(75, 0.5930770287228767)	(80, 0.593202836118045)	(85, 0.5940205841866396)	(90, 0.594293166876171)	(95, 0.5947754285576498)	(100, 0.5956351124246335)	(105, 0.5967673789811487)	(110, 0.600604504533784)	(115, 0.6098513480786589)	(120, 0.6298756918096241)	(125, 0.6522065044520092)	(130, 0.6863632122402208)	(135, 0.7228683247382419)	(140, 0.7478201247799681)
PID-2861-30_S225_R1_001 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0)	(25, 0.00010281851247317078)	(30, 0.0008739573560219517)	(35, 0.004909583970593906)	(40, 0.011592787281350008)	(45, 0.027478247458454896)	(50, 0.04590846581927076)	(55, 0.07328389476525249)	(60, 0.10022234503322322)	(65, 0.14173531944426593)	(70, 0.1785443469096611)	(75, 0.22692045702828798)	(80, 0.27223771640083794)	(85, 0.3394553189301734)	(90, 0.4028429318698832)	(95, 0.48810518333826003)	(100, 0.5674553703394296)	(105, 0.6844885421620162)	(110, 0.7913169766216408)	(115, 0.9245183595306334)	(120, 1.0562288740087653)	(125, 1.2168313904918582)	(130, 1.3843484519387714)	(135, 1.5715809631524156)	(140, 1.6655313789247754)
PID-2861-30_S225_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.00012852314059146348)	(9, 0.00012852314059146348)	(10, 0.00020563702494634157)	(15, 0.00043697867801097584)	(20, 0.0006683203310756102)	(25, 0.0008225480997853663)	(30, 0.0010538897528500006)	(35, 0.0011567082653231714)	(40, 0.0013366406621512204)	(45, 0.0017993239682804886)	(50, 0.0020820748775817084)	(55, 0.002313416530646343)	(60, 0.002364825786882928)	(65, 0.002519053555592684)	(70, 0.0025961674399475627)	(75, 0.0030331461179585384)	(80, 0.004986697854948783)	(85, 0.00999910033801586)	(90, 0.019689745138612207)	(95, 0.0355752053157171)	(100, 0.05539347359492077)	(105, 0.0760599946020281)	(110, 0.10875628156849641)	(115, 0.15571863714061718)	(120, 0.20085596411633916)	(125, 0.25295924531211844)	(130, 0.310794658578277)	(135, 0.37181744573110387)	(140, 0.4060046011284332)
PID-2861-30_S225_R2_001 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0)	(25, 0.00020563702494634157)	(30, 0.0011310036372048787)	(35, 0.005012402483067076)	(40, 0.011772719678178056)	(45, 0.028583546467541476)	(50, 0.047656380531314664)	(55, 0.07580294832084518)	(60, 0.10310126338247201)	(65, 0.14517973961211714)	(70, 0.18224581335869522)	(75, 0.2318043363707636)	(80, 0.2771730049995501)	(85, 0.34572724819103684)	(90, 0.4113254591489198)	(95, 0.49848985309805033)	(100, 0.5803333890266942)	(105, 0.7005025254797126)	(110, 0.8102098782885859)	(115, 0.94564756384387)	(120, 1.076741167247163)	(125, 1.2356471782744483)	(130, 1.4053234284832983)	(135, 1.5954862673024277)	(140, 1.690336345058928)
PID-2861-30_S225_R2_001 - polyg	(1, 0.3922526250851466)	(2, 0.3928952407881039)	(3, 0.39405194905342705)	(4, 0.39520865731875027)	(5, 0.3982932126929454)	(6, 0.40150629120773196)	(7, 0.4035626614571954)	(8, 0.4060046011284332)	(9, 0.40818949451848807)	(10, 0.412482167414243)	(15, 0.416877658822471)	(20, 0.4187283920469881)	(25, 0.42009073733725766)	(30, 0.42129885485881735)	(35, 0.42189006130553813)	(40, 0.42214710758672097)	(45, 0.4225583816366136)	(50, 0.4227126094053234)	(55, 0.42307247419897953)	(60, 0.4232781112239259)	(65, 0.4233552251082807)	(70, 0.4233552251082807)	(75, 0.423380929736399)	(80, 0.42348374824887214)	(85, 0.42348374824887214)	(90, 0.4236893852738185)	(95, 0.4237407945300552)	(100, 0.42376649915817344)	(105, 0.42464045651419535)	(110, 0.4272623285822613)	(115, 0.4330201652807588)	(120, 0.44625804876167957)	(125, 0.46396853753518325)	(130, 0.4916010127623479)	(135, 0.517254231624404)	(140, 0.5360700194069943)
PID-2861-31_S226_R1_001 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0003787269094937368)	(5, 0.0003787269094937368)	(6, 0.0003787269094937368)	(7, 0.0003787269094937368)	(8, 0.0003787269094937368)	(9, 0.0003787269094937368)	(10, 0.0003787269094937368)	(15, 0.0004923449823418578)	(20, 0.0007195811280380999)	(25, 0.0010225626556330893)	(30, 0.0023859795298105417)	(35, 0.008256246626963462)	(40, 0.02128445231354801)	(45, 0.04476552070215969)	(50, 0.06699679028944203)	(55, 0.10683886116818316)	(60, 0.13736425007337832)	(65, 0.17201776229205526)	(70, 0.19701373831864188)	(75, 0.243142675894979)	(80, 0.29392995445808917)	(85, 0.3674787202817728)	(90, 0.4220532679398203)	(95, 0.49779864983856764)	(100, 0.5735061590463657)	(105, 0.6939791889563234)	(110, 0.7917664769876063)	(115, 0.8946665782970544)	(120, 0.9964304988780215)	(125, 1.1102758078718389)	(130, 1.2397246655367982)	(135, 1.390230739369609)	(140, 1.4624539610100646)
PID-2861-31_S226_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0001893634547468684)	(7, 0.0001893634547468684)	(8, 0.0001893634547468684)	(9, 0.0001893634547468684)	(10, 0.0001893634547468684)	(15, 0.0001893634547468684)	(20, 0.0001893634547468684)	(25, 0.0001893634547468684)	(30, 0.0001893634547468684)	(35, 0.0003029815275949894)	(40, 0.0006438357461393525)	(45, 0.0007953265099368473)	(50, 0.0011740534194305842)	(55, 0.0015527803289243209)	(60, 0.0019693799293674314)	(65, 0.0028783245121523997)	(70, 0.003446414876393005)	(75, 0.0035979056401904998)	(80, 0.004355359459177974)	(85, 0.007120065898482253)	(90, 0.01473247677930636)	(95, 0.02276148726057358)	(100, 0.032759877671208235)	(105, 0.0430233769184885)	(110, 0.0710870409119744)	(115, 0.11562532546843785)	(120, 0.16728367592338356)	(125, 0.2337881212304837)	(130, 0.2777583154227066)	(135, 0.3070339055265724)	(140, 0.3175625136104983)
PID-2861-31_S226_R2_001 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0003787269094937368)	(5, 0.0003787269094937368)	(6, 0.0003787269094937368)	(7, 0.0003787269094937368)	(8, 0.0003787269094937368)	(9, 0.0003787269094937368)	(10, 0.0003787269094937368)	(15, 0.0004923449823418578)	(20, 0.0007195811280380999)	(25, 0.0010225626556330893)	(30, 0.0023102341479117943)	(35, 0.008180501245064715)	(40, 0.021246579622598634)	(45, 0.044008066883172214)	(50, 0.06623933647045457)	(55, 0.10585417120349942)	(60, 0.13653105087249212)	(65, 0.17160116269161216)	(70, 0.1967107567910469)	(75, 0.24265033091263719)	(80, 0.29286951911150666)	(85, 0.36516848613386105)	(90, 0.4190234526638704)	(95, 0.49446585303502283)	(100, 0.5706657072251626)	(105, 0.6904949013889808)	(110, 0.7880549532745675)	(115, 0.8886826931270534)	(120, 0.9887423426152987)	(125, 1.0994063455693688)	(130, 1.2233257903557193)	(135, 1.370953539676378)	(140, 1.4412452540784153)
PID-2861-31_S226_R2_001 - polyg	(1, 0.6567124610621397)	(2, 0.6580380052453677)	(3, 0.6610678205213176)	(4, 0.6646657261615081)	(5, 0.6690210856206861)	(6, 0.674891352717839)	(7, 0.6798148025412576)	(8, 0.6843595254551824)	(9, 0.6868212503668917)	(10, 0.6943957885567664)	(15, 0.70204607212854)	(20, 0.7042426882036036)	(25, 0.7053031235501861)	(30, 0.7059469592963254)	(35, 0.7064014315877178)	(40, 0.706628667733414)	(45, 0.7071967580976547)	(50, 0.7078784665347435)	(55, 0.7081435753713891)	(60, 0.7084086842080347)	(65, 0.7085980476627816)	(70, 0.7089010291903766)	(75, 0.7091661380270222)	(80, 0.7095827376274653)	(85, 0.7099235918460096)	(90, 0.710075082609807)	(95, 0.7103023187555034)	(100, 0.7106810456649972)	(105, 0.7115521175568327)	(110, 0.7159074770160107)	(115, 0.7257165039718985)	(120, 0.7467737201397503)	(125, 0.7685883901265894)	(130, 0.8047189372922918)	(135, 0.8386907410738802)	(140, 0.8570589961843263)
PID-2861-32_S227_R1_001 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0003924559500900686)	(3, 0.0003924559500900686)	(4, 0.0003924559500900686)	(5, 0.0003924559500900686)	(6, 0.0003924559500900686)	(7, 0.0003924559500900686)	(8, 0.0003924559500900686)	(9, 0.001177367850270206)	(10, 0.001360513960312238)	(15, 0.0014390051503302516)	(20, 0.0015698238003602747)	(25, 0.0016483149903782884)	(30, 0.0025902092705944535)	(35, 0.0053635646512309385)	(40, 0.012270789372816147)	(45, 0.02522183572578841)	(50, 0.045551053940453966)	(55, 0.07556085225734122)	(60, 0.10515203089413241)	(65, 0.1475111097738538)	(70, 0.1892422591334311)	(75, 0.24968047544730165)	(80, 0.30540922036009144)	(85, 0.38541790671845344)	(90, 0.4574989828849961)	(95, 0.5509034990064323)	(100, 0.6358048028759172)	(105, 0.749564700942025)	(110, 0.8587459462570821)	(115, 0.9969950956088102)	(120, 1.1365785951908447)	(125, 1.2947645068071485)	(130, 1.4656136637463584)	(135, 1.6650336138521253)	(140, 1.7563711953030872)
PID-2861-32_S227_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.00013081865003002288)	(7, 0.00026163730006004577)	(8, 0.00026163730006004577)	(9, 0.0003924559500900686)	(10, 0.0005756020601321006)	(15, 0.0007849119001801374)	(20, 0.0009157305502101601)	(25, 0.0010203854702341784)	(30, 0.0016483149903782882)	(35, 0.00217158959049838)	(40, 0.0023808994305464164)	(45, 0.0031658113307265535)	(50, 0.0036629222008406404)	(55, 0.004186196800960732)	(60, 0.004892617511122856)	(65, 0.005128091081176897)	(70, 0.005520547031266965)	(75, 0.005991494171375048)	(80, 0.007535154241729318)	(85, 0.01046549200240183)	(90, 0.019021031714365328)	(95, 0.03382970289776392)	(100, 0.05575490864279575)	(105, 0.07768011438782758)	(110, 0.11370757060609589)	(115, 0.16166568770710227)	(120, 0.21619090103961583)	(125, 0.2790885079740508)	(130, 0.342954172918708)	(135, 0.4140933548050344)	(140, 0.4534174410040593)
PID-2861-32_S227_R2_001 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0003924559500900686)	(3, 0.0003924559500900686)	(4, 0.0003924559500900686)	(5, 0.0003924559500900686)	(6, 0.0003924559500900686)	(7, 0.0003924559500900686)	(8, 0.0003924559500900686)	(9, 0.001177367850270206)	(10, 0.001360513960312238)	(15, 0.0014390051503302516)	(20, 0.0015698238003602747)	(25, 0.0016483149903782884)	(30, 0.0025902092705944535)	(35, 0.005075763621164887)	(40, 0.011669023582678042)	(45, 0.02469856112566832)	(50, 0.04508010680034589)	(55, 0.07563934344735922)	(60, 0.10541366819419244)	(65, 0.14795589318395586)	(70, 0.18987018865357522)	(75, 0.24845078013701943)	(80, 0.3036824141796951)	(85, 0.3833509720479791)	(90, 0.45488260988439555)	(95, 0.5483917809258559)	(100, 0.6333715759853586)	(105, 0.7474454388115388)	(110, 0.8539056562059713)	(115, 0.9885965382768831)	(120, 1.1233920752678184)	(125, 1.2786214853934434)	(130, 1.4455460828317528)	(135, 1.6440503023873094)	(140, 1.7350477553481936)
PID-2861-32_S227_R2_001 - polyg	(1, 0.40841582539373145)	(2, 0.40906991864388154)	(3, 0.41011646784412176)	(4, 0.41260202219469216)	(5, 0.41691903764568294)	(6, 0.4201895038964335)	(7, 0.4224134209469439)	(8, 0.4243757006973942)	(9, 0.42738452964808477)	(10, 0.43175387255908754)	(15, 0.43601856055006627)	(20, 0.4383994599806127)	(25, 0.4390797169607688)	(30, 0.43986462886094896)	(35, 0.44051872211109905)	(40, 0.4408850143311831)	(45, 0.4410943241712312)	(50, 0.44122514282126113)	(55, 0.4413559614712912)	(60, 0.4415652713113392)	(65, 0.4418792360714113)	(70, 0.44195772726142935)	(75, 0.44237634694152533)	(80, 0.4428472940816334)	(85, 0.44368453344182557)	(90, 0.4440508256619096)	(95, 0.44444328161199975)	(100, 0.44480957383208375)	(105, 0.44554215827225196)	(110, 0.44734745564266626)	(115, 0.45234472807381315)	(120, 0.46338582213634705)	(125, 0.4808108663203462)	(130, 0.509067694726831)	(135, 0.53795245265346)	(140, 0.560427096728618)
