strain,phase,window_mid,norm_position,density_drug,density_nd,log2FC,category
AB42,stat,110501,-0.94835,411,507.5,-0.30426942839085563,No substantial change
AB42,stat,111501,-0.947872,351,429,-0.28950661719498483,No substantial change
AB42,stat,112501,-0.947394,297.5,353,-0.24677851507587453,No substantial change
AB42,stat,113501,-0.946915,368,405,-0.13821614171497418,No substantial change
AB42,stat,114501,-0.946437,347,400,-0.20506433719646372,No substantial change
AB42,stat,115501,-0.945959,414,403.5,0.03706209422154487,No substantial change
AB42,stat,116501,-0.945481,331.5,357,-0.1069152039165119,No substantial change
AB42,stat,117501,-0.945002,335.5,372,-0.14898985490784789,No substantial change
AB42,stat,118501,-0.944524,384,419.5,-0.12756449971866712,No substantial change
AB42,stat,119501,-0.944046,318,371,-0.22239242133644802,No substantial change
AB42,stat,120501,-0.943568,255,318.5,-0.3207961253974424,No substantial change
AB42,stat,121501,-0.943089,261.5,285.5,-0.1266797991159014,No substantial change
AB42,stat,122501,-0.942611,288.5,329.5,-0.19170714636256922,No substantial change
AB42,stat,123501,-0.942133,226,296.5,-0.39170933213081605,No substantial change
AB42,stat,124501,-0.941655,217,361.5,-0.7363006045066386,No substantial change
AB42,stat,125501,-0.941176,255,390,-0.6129768768907528,No substantial change
AB42,stat,126501,-0.940698,231,386,-0.7407079958520228,No substantial change
AB42,stat,127501,-0.94022,241,403.5,-0.7435355270478187,No substantial change
AB42,stat,128501,-0.939742,218.5,392,-0.8432203746146097,No substantial change
AB42,stat,129501,-0.939264,199,391.5,-0.9762438767473918,No substantial change
AB42,stat,130501,-0.938785,209,357.5,-0.7744402995848689,No substantial change
AB42,stat,131501,-0.938307,220.5,370.5,-0.7486948867483134,No substantial change
AB42,stat,132501,-0.937829,206.5,388,-0.9099148707676823,No substantial change
AB42,stat,133501,-0.937351,169.5,321.5,-0.9235334641916035,No substantial change
AB42,stat,134501,-0.936872,191,391,-1.0335959692716035,Depleted in Meropenem
AB42,stat,135501,-0.936394,280,489,-0.8044076380072673,No substantial change
AB42,stat,136501,-0.935916,282,421.5,-0.5798374685432888,No substantial change
AB42,stat,137501,-0.935438,196,350.5,-0.8385607898954149,No substantial change
AB42,stat,138501,-0.934959,206,366,-0.8291993111008242,No substantial change
AB42,stat,139501,-0.934481,157.5,315.5,-1.00228817659527,Depleted in Meropenem
AB42,stat,140501,-0.934003,175,339,-0.9539303513040153,No substantial change
AB42,stat,141501,-0.933525,190.5,358.5,-0.9121821212085827,No substantial change
AB42,stat,142501,-0.933046,197,349.5,-0.8270968259190602,No substantial change
AB42,stat,143501,-0.932568,241.5,384,-0.669083121885383,No substantial change
AB42,stat,144501,-0.93209,264,396,-0.5849625007211563,No substantial change
AB42,stat,145501,-0.931612,225.5,371,-0.7182917533654224,No substantial change
AB42,stat,146501,-0.931133,287,442.5,-0.6246267182946721,No substantial change
AB42,stat,147501,-0.930655,290.5,457.5,-0.655233579766876,No substantial change
AB42,stat,148501,-0.930177,193.5,345.5,-0.8363521442438483,No substantial change
AB42,stat,149501,-0.929699,161,299.5,-0.8954953146741688,No substantial change
AB42,stat,150501,-0.92922,198.5,352.5,-0.828484250143198,No substantial change
AB42,stat,151501,-0.928742,217,339.5,-0.6457165318002526,No substantial change
AB42,stat,152501,-0.928264,242.5,341,-0.4917869919496824,No substantial change
AB42,stat,153501,-0.927786,227.5,319.5,-0.4899493858609359,No substantial change
AB42,stat,154501,-0.927308,210.5,324,-0.6221735798182286,No substantial change
AB42,stat,155501,-0.926829,254,383.5,-0.5943980807307676,No substantial change
AB42,stat,156501,-0.926351,261.5,343,-0.391397629925871,No substantial change
AB42,stat,157501,-0.925873,380,408.5,-0.10433665981473561,No substantial change
AB42,stat,158501,-0.925395,366.5,370.5,-0.015660344172021952,No substantial change
AB42,stat,159501,-0.924916,340.5,347,-0.027280864566189736,No substantial change
AB42,stat,160501,-0.924438,315,335,-0.08880926695785589,No substantial change
AB42,stat,161501,-0.92396,365,371.5,-0.02546574677121659,No substantial change
AB42,stat,162501,-0.923482,470.5,509.5,-0.11488742343727713,No substantial change
AB42,stat,163501,-0.923003,503,594,-0.23990453099523876,No substantial change
AB42,stat,164501,-0.922525,346.5,419,-0.27409489156213784,No substantial change
AB42,stat,165501,-0.922047,232,340.5,-0.5535299928844991,No substantial change
AB42,stat,166501,-0.921569,231.5,287.5,-0.3125497625715013,No substantial change
AB42,stat,167501,-0.92109,210.5,288,-0.45224857837591625,No substantial change
AB42,stat,168501,-0.920612,209,286,-0.45251220469750675,No substantial change
AB42,stat,169501,-0.920134,208.5,282.5,-0.43820348385788654,No substantial change
AB42,stat,170501,-0.919656,215.5,337.5,-0.6471996328490952,No substantial change
AB42,stat,171501,-0.919177,209.5,313,-0.5792124132332668,No substantial change
AB42,stat,172501,-0.918699,182.5,252,-0.46552726973253694,No substantial change
AB42,stat,173501,-0.918221,149,203.5,-0.4497164638040856,No substantial change
AB42,stat,174501,-0.917743,171,205.5,-0.26514206879578506,No substantial change
AB42,stat,175501,-0.917264,188.5,236,-0.324222336093177,No substantial change
AB42,stat,176501,-0.916786,152.5,184,-0.2708965236067643,No substantial change
AB42,stat,177501,-0.916308,179,222.5,-0.31384574858950365,No substantial change
AB42,stat,178501,-0.91583,150.5,179,-0.2501961005045543,No substantial change
AB42,stat,179501,-0.915352,148.5,164.5,-0.14762465293447571,No substantial change
AB42,stat,180501,-0.914873,156.5,167,-0.09368544554143389,No substantial change
AB42,stat,181501,-0.914395,152,174,-0.19501598240514273,No substantial change
AB42,stat,182501,-0.913917,176.5,206,-0.22297615391203818,No substantial change
AB42,stat,183501,-0.913439,198.5,222.5,-0.16466632871080228,No substantial change
AB42,stat,184501,-0.91296,180,211,-0.22924609237751037,No substantial change
AB42,stat,185501,-0.912482,155.5,217.5,-0.4841008206054882,No substantial change
AB42,stat,186501,-0.912004,151.5,232.5,-0.6179129225224428,No substantial change
AB42,stat,187501,-0.911526,194,282.5,-0.5421942151154223,No substantial change
AB42,stat,188501,-0.911047,183.5,301,-0.7139834239164892,No substantial change
AB42,stat,189501,-0.910569,183,264,-0.5286942810744109,No substantial change
AB42,stat,190501,-0.910091,136.5,265.5,-0.9598109098843011,No substantial change
AB42,stat,191501,-0.909613,135,229.5,-0.765534746362977,No substantial change
AB42,stat,192501,-0.909134,139.5,238.5,-0.7737241441763241,No substantial change
AB42,stat,193501,-0.908656,165,263,-0.6725967750464865,No substantial change
AB42,stat,194501,-0.908178,178,268,-0.5903557594913746,No substantial change
AB42,stat,195501,-0.9077,180,270.5,-0.5876316874971406,No substantial change
AB42,stat,196501,-0.907221,165.5,230,-0.4748026441371576,No substantial change
AB42,stat,197501,-0.906743,182,268.5,-0.5609836377867164,No substantial change
AB42,stat,198501,-0.906265,221,349.5,-0.6612460859840047,No substantial change
AB42,stat,199501,-0.905787,176,275,-0.6438561897747247,No substantial change
AB42,stat,200501,-0.905308,166.5,255.5,-0.6178011138663592,No substantial change
AB42,stat,201501,-0.90483,138,229,-0.7306793313187749,No substantial change
AB42,stat,202501,-0.904352,216.5,288.5,-0.41420429391875757,No substantial change
AB42,stat,203501,-0.903874,188.5,253,-0.4245728614256458,No substantial change
AB42,stat,204501,-0.903396,192.5,241.5,-0.32716474325350947,No substantial change
AB42,stat,205501,-0.902917,186,210,-0.1750867065580913,No substantial change
AB42,stat,206501,-0.902439,212,256.5,-0.27489456104385496,No substantial change
AB42,stat,207501,-0.901961,183.5,221.5,-0.2715266357118055,No substantial change
AB42,stat,208501,-0.901483,178.5,177,0.012174713946102225,No substantial change
AB42,stat,209501,-0.901004,156.5,195,-0.3173114668169923,No substantial change
AB42,stat,210501,-0.900526,204.5,249.5,-0.28693897239551164,No substantial change
AB42,stat,211501,-0.900048,181.5,213.5,-0.2342665216247398,No substantial change
AB42,stat,212501,-0.89957,243.5,268,-0.1383112283754302,No substantial change
AB42,stat,213501,-0.899091,188.5,203.5,-0.11046427099758284,No substantial change
AB42,stat,214501,-0.898613,241.5,285.5,-0.24146755652706953,No substantial change
AB42,stat,215501,-0.898135,224,281,-0.32707139816332204,No substantial change
AB42,stat,216501,-0.897657,205,291.5,-0.5078719736950503,No substantial change
AB42,stat,217501,-0.897178,161,253.5,-0.6549250588887234,No substantial change
AB42,stat,218501,-0.8967,141,284.5,-1.0127334899077884,Depleted in Meropenem
AB42,stat,219501,-0.896222,152.5,288,-0.9172595689920638,No substantial change
AB42,stat,220501,-0.895744,158,280.5,-0.82807621243169,No substantial change
AB42,stat,221501,-0.895265,186,306.5,-0.7205844525827502,No substantial change
AB42,stat,222501,-0.894787,208,323,-0.6349506365528328,No substantial change
AB42,stat,223501,-0.894309,263,356,-0.43681444167409544,No substantial change
AB42,stat,224501,-0.893831,246,386.5,-0.6518100985856075,No substantial change
AB42,stat,225501,-0.893352,194.5,318.5,-0.7115232172701085,No substantial change
AB42,stat,226501,-0.892874,217,324,-0.5782987704401454,No substantial change
AB42,stat,227501,-0.892396,180.5,230,-0.3496350240572042,No substantial change
AB42,stat,228501,-0.891918,224.5,271.5,-0.2742367530632146,No substantial change
AB42,stat,229501,-0.89144,217.5,296.5,-0.447016703809913,No substantial change
AB42,stat,230501,-0.890961,193,245.5,-0.3471221770466126,No substantial change
AB42,stat,231501,-0.890483,198,212.5,-0.10196241094545448,No substantial change
AB42,stat,232501,-0.890005,266.5,289.5,-0.11942781523006078,No substantial change
AB42,stat,233501,-0.889527,303,345.5,-0.1893679169153076,No substantial change
AB42,stat,234501,-0.889048,210,230,-0.13124453327825267,No substantial change
AB42,stat,235501,-0.88857,207,192.5,0.10477232191706141,No substantial change
AB42,stat,236501,-0.888092,175.5,194.5,-0.14829912468163117,No substantial change
AB42,stat,237501,-0.887614,186,230,-0.30633123983634386,No substantial change
AB42,stat,238501,-0.887135,213,303.5,-0.5108430860298439,No substantial change
AB42,stat,239501,-0.886657,247,354.5,-0.5212745856548384,No substantial change
AB42,stat,240501,-0.886179,185,251.5,-0.44303312928921507,No substantial change
AB42,stat,241501,-0.885701,153,299,-0.9666138315054533,No substantial change
AB42,stat,242501,-0.885222,169.5,330.5,-0.9633649983713477,No substantial change
AB42,stat,243501,-0.884744,205.5,396,-0.9463620363979268,No substantial change
AB42,stat,244501,-0.884266,203.5,401.5,-0.9803711932510674,No substantial change
AB42,stat,245501,-0.883788,197.5,325.5,-0.7208048901011702,No substantial change
AB42,stat,246501,-0.883309,173,280,-0.6946547893082418,No substantial change
AB42,stat,247501,-0.882831,175,287.5,-0.7162070339994087,No substantial change
AB42,stat,248501,-0.882353,181,271.5,-0.5849625007211563,No substantial change
AB42,stat,249501,-0.881875,175.5,270.5,-0.6241575635222546,No substantial change
AB42,stat,250501,-0.881396,194.5,240,-0.3032642506223266,No substantial change
AB42,stat,251501,-0.880918,191,233.5,-0.2898499116739133,No substantial change
AB42,stat,252501,-0.88044,184,247.5,-0.4277227589099591,No substantial change
AB42,stat,253501,-0.879962,179,236.5,-0.4018805960751387,No substantial change
AB42,stat,254501,-0.879484,198,294,-0.5703157247567548,No substantial change
AB42,stat,255501,-0.879005,154,250,-0.6989977439671857,No substantial change
AB42,stat,256501,-0.878527,192,294,-0.6147098441152083,No substantial change
AB42,stat,257501,-0.878049,160.5,257.5,-0.6819991349482776,No substantial change
AB42,stat,258501,-0.877571,139,224.5,-0.6916305620176395,No substantial change
AB42,stat,259501,-0.877092,179,329,-0.878127996470985,No substantial change
AB42,stat,260501,-0.876614,196.5,286,-0.5414858345197829,No substantial change
AB42,stat,261501,-0.876136,208,317.5,-0.610173063518436,No substantial change
AB42,stat,262501,-0.875658,198,277,-0.4843855459695786,No substantial change
AB42,stat,263501,-0.875179,174,247.5,-0.5083412191182437,No substantial change
AB42,stat,264501,-0.874701,205.5,326,-0.6657335705493946,No substantial change
AB42,stat,265501,-0.874223,259.5,388.5,-0.5821800600498293,No substantial change
AB42,stat,266501,-0.873745,223,404.5,-0.8590959925096728,No substantial change
AB42,stat,267501,-0.873266,138.5,280,-1.0155408508957782,Depleted in Meropenem
AB42,stat,268501,-0.872788,208.5,378.5,-0.8602459165410682,No substantial change
AB42,stat,269501,-0.87231,172,317.5,-0.8843480269574303,No substantial change
AB42,stat,270501,-0.871832,244,371.5,-0.6064810629757099,No substantial change
AB42,stat,271501,-0.871353,192,371,-0.9503128758996471,No substantial change
AB42,stat,272501,-0.870875,173,312,-0.8507739912255237,No substantial change
AB42,stat,273501,-0.870397,202,469,-1.2152326297635818,Depleted in Meropenem
AB42,stat,274501,-0.869919,204.5,386.5,-0.9183675709830984,No substantial change
AB42,stat,275501,-0.86944,178,372,-1.0634253801416336,Depleted in Meropenem
AB42,stat,276501,-0.868962,210,414,-0.9792414398332026,No substantial change
AB42,stat,277501,-0.868484,222.5,377,-0.7607591874149042,No substantial change
AB42,stat,278501,-0.86800600000000006,215.5,347,-0.6872477934891628,No substantial change
AB42,stat,279501,-0.867527,213,370,-0.7966718402904739,No substantial change
AB42,stat,280501,-0.867049,230,348.5,-0.599524794924048,No substantial change
AB42,stat,281501,-0.866571,201,347.5,-0.7898174764319411,No substantial change
AB42,stat,282501,-0.866093,165.5,357,-1.109092857221882,Depleted in Meropenem
AB42,stat,283501,-0.865615,232,393.5,-0.7622388303799144,No substantial change
AB42,stat,284501,-0.865136,191.5,348.5,-0.8638142639434662,No substantial change
AB42,stat,285501,-0.864658,227.5,370.5,-0.7036069972197752,No substantial change
AB42,stat,286501,-0.86418,213,382,-0.8427192078099104,No substantial change
AB42,stat,287501,-0.863702,210.5,322,-0.6132404550482209,No substantial change
AB42,stat,288501,-0.863223,240,326.5,-0.44404858593791224,No substantial change
AB42,stat,289501,-0.862745,266.5,376.5,-0.49851433191275224,No substantial change
AB42,stat,290501,-0.862267,264,378,-0.5178483048626193,No substantial change
AB42,stat,291501,-0.861789,243,409,-0.7511445293359679,No substantial change
AB42,stat,292501,-0.86131,235.5,363,-0.6242424883829676,No substantial change
AB42,stat,293501,-0.860832,214,369.5,-0.7879635677450041,No substantial change
AB42,stat,294501,-0.860354,289,403,-0.47971034602728857,No substantial change
AB42,stat,295501,-0.859876,287,432,-0.5899805754877807,No substantial change
AB42,stat,296501,-0.859397,347.5,552.5,-0.6689614866679242,No substantial change
AB42,stat,297501,-0.858919,405.5,544,-0.42390473703306647,No substantial change
AB42,stat,298501,-0.858441,285,419,-0.5559883246472476,No substantial change
AB42,stat,299501,-0.857963,285,461,-0.6938048313772339,No substantial change
AB42,stat,300501,-0.857484,280,360.5,-0.36457243229585606,No substantial change
AB42,stat,301501,-0.857006,255,366.5,-0.5233159512749539,No substantial change
AB42,stat,302501,-0.856528,254,416,-0.7117550313689261,No substantial change
AB42,stat,303501,-0.85605,241.5,344.5,-0.5124807938685182,No substantial change
AB42,stat,304501,-0.855571,232.5,401.5,-0.7881692715219208,No substantial change
AB42,stat,305501,-0.855093,241,394.5,-0.710992153783497,No substantial change
AB42,stat,306501,-0.854615,188,316,-0.7491918964994657,No substantial change
AB42,stat,307501,-0.854137,189.5,335,-0.821963247174043,No substantial change
AB42,stat,308501,-0.853659,184,322.5,-0.8095933942536037,No substantial change
AB42,stat,309501,-0.85318,209.5,399,-0.9294385025229942,No substantial change
AB42,stat,310501,-0.852702,162,340,-1.0695409332530772,Depleted in Meropenem
AB42,stat,311501,-0.852224,243.5,464,-0.93020303304523,No substantial change
AB42,stat,312501,-0.851746,236,408.5,-0.7915492187838422,No substantial change
AB42,stat,313501,-0.851267,201.5,342,-0.7632164863579305,No substantial change
AB42,stat,314501,-0.850789,180.5,366,-1.0198448113968714,Depleted in Meropenem
AB42,stat,315501,-0.850311,208,449.5,-1.1117375873733553,Depleted in Meropenem
AB42,stat,316501,-0.849833,214,416,-0.9589727317399453,No substantial change
AB42,stat,317501,-0.849354,161.5,375.5,-1.2172787428203469,Depleted in Meropenem
AB42,stat,318501,-0.848876,177,305.5,-0.7874230197357323,No substantial change
AB42,stat,319501,-0.848398,193.5,363.5,-0.9096217977751839,No substantial change
AB42,stat,320501,-0.84792,196,362.5,-0.8871273407870888,No substantial change
AB42,stat,321501,-0.847441,198,349,-0.8177266061300427,No substantial change
AB42,stat,322501,-0.846963,229,400,-0.8046524016777807,No substantial change
AB42,stat,323501,-0.846485,197.5,422,-1.0953903456427199,Depleted in Meropenem
AB42,stat,324501,-0.846007,201,358,-0.8327640860853278,No substantial change
AB42,stat,325501,-0.845528,203.5,386,-0.9235720530018334,No substantial change
AB42,stat,326501,-0.84505,185.5,405,-1.1265027211511838,Depleted in Meropenem
AB42,stat,327501,-0.844572,163.5,355,-1.1185283888939619,Depleted in Meropenem
AB42,stat,328501,-0.844094,227.5,397.5,-0.8050883150856591,No substantial change
AB42,stat,329501,-0.843615,251,438,-0.8032435056504015,No substantial change
AB42,stat,330501,-0.843137,235,410.5,-0.804721465212805,No substantial change
AB42,stat,331501,-0.842659,199.5,323.5,-0.6973769657701617,No substantial change
AB42,stat,332501,-0.842181,178,256,-0.5242665690336022,No substantial change
AB42,stat,333501,-0.841703,169.5,244,-0.5255958744265423,No substantial change
AB42,stat,334501,-0.841224,165,216,-0.3885652879176529,No substantial change
AB42,stat,335501,-0.840746,187,286.5,-0.6154968688692682,No substantial change
AB42,stat,336501,-0.840268,154.5,252,-0.7058168955955418,No substantial change
AB42,stat,337501,-0.83979,150.5,181,-0.26622621032350324,No substantial change
AB42,stat,338501,-0.839311,175,227,-0.3753373754585862,No substantial change
AB42,stat,339501,-0.838833,245,249,-0.023363993065510343,No substantial change
AB42,stat,340501,-0.838355,214,231.5,-0.11340139685908944,No substantial change
AB42,stat,341501,-0.837877,163,209.5,-0.3620782794682739,No substantial change
AB42,stat,342501,-0.837398,161.5,167.5,-0.052626930651209936,No substantial change
AB42,stat,343501,-0.83692,152,142.5,0.09310940439148145,No substantial change
AB42,stat,344501,-0.836442,189.5,141.5,0.42139579533920934,No substantial change
AB42,stat,345501,-0.835964,174.5,153,0.18969538351700038,No substantial change
AB42,stat,346501,-0.835485,225,214,0.07231420481589004,No substantial change
AB42,stat,347501,-0.835007,235,224,0.06916202450739553,No substantial change
AB42,stat,348501,-0.834529,248.5,231.5,0.10223365830204977,No substantial change
AB42,stat,349501,-0.834051,269.5,253,0.09114788805819543,No substantial change
AB42,stat,350501,-0.833572,207.5,206,0.010466999051068878,No substantial change
AB42,stat,351501,-0.833094,187.5,190.5,-0.02290040211007877,No substantial change
AB42,stat,352501,-0.832616,151,148.5,0.024085618524313155,No substantial change
AB42,stat,353501,-0.832138,165,171,-0.05153030064008207,No substantial change
AB42,stat,354501,-0.831659,170.5,189,-0.14861449519690023,No substantial change
AB42,stat,355501,-0.831181,158,202,-0.35443073457469176,No substantial change
AB42,stat,356501,-0.830703,156.5,217.5,-0.47485274380347225,No substantial change
AB42,stat,357501,-0.830225,156,225.5,-0.5315814043931326,No substantial change
AB42,stat,358501,-0.829747,197.5,279,-0.4984124687647224,No substantial change
AB42,stat,359501,-0.829268,166.5,286.5,-0.7830129616856427,No substantial change
AB42,stat,360501,-0.82879,152.5,283,-0.8919928103816336,No substantial change
AB42,stat,361501,-0.828312,162.5,270,-0.732519689135014,No substantial change
AB42,stat,362501,-0.827834,156.5,322,-1.0408980311819986,Depleted in Meropenem
AB42,stat,363501,-0.827355,131,246.5,-0.9120208348404614,No substantial change
