strain,phase,window_mid,norm_position,density_drug,density_nd,log2FC,t_test_p,t_test_p_adj_BH,mwu_p,category
AB42,stat,113501,-0.946915,368,405,-0.13821614171497418,0.8167979963184819,0.893240277149261,1,Not significant
AB42,stat,114501,-0.946437,347,400,-0.20506433719646372,0.7332542243987106,0.8350255729500674,1,Not significant
AB42,stat,115501,-0.945959,414,403.5,0.03706209422154487,0.9569423652088691,0.9781968931060281,1,Not significant
AB42,stat,116501,-0.945481,331.5,357,-0.1069152039165119,0.8881970568342255,0.9390918974291627,1,Not significant
AB42,stat,117501,-0.945002,335.5,372,-0.14898985490784789,0.7021147319949412,0.8141521537526049,0.6666666666666666,Not significant
AB42,stat,118501,-0.944524,384,419.5,-0.12756449971866712,0.7076828417808145,0.8177494916572206,0.6666666666666666,Not significant
AB42,stat,119501,-0.944046,318,371,-0.22239242133644802,0.21186392878409047,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,120501,-0.943568,255,318.5,-0.3207961253974424,0.21739484355388386,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,121501,-0.943089,261.5,285.5,-0.1266797991159014,0.36024389141237284,0.6146938375209023,0.6666666666666666,Not significant
AB42,stat,122501,-0.942611,288.5,329.5,-0.19170714636256922,0.4751091893910825,0.6615334456755687,0.6666666666666666,Not significant
AB42,stat,123501,-0.942133,226,296.5,-0.39170933213081605,0.32592474029582275,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,124501,-0.941655,217,361.5,-0.7363006045066386,0.21527674427523913,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,125501,-0.941176,255,390,-0.6129768768907528,0.3538536445276609,0.6137953835010413,0.3333333333333333,Not significant
AB42,stat,126501,-0.940698,231,386,-0.7407079958520228,0.24036724078787006,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,127501,-0.94022,241,403.5,-0.7435355270478187,0.2464718929081099,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,128501,-0.939742,218.5,392,-0.8432203746146097,0.1511049569194519,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,129501,-0.939264,199,391.5,-0.9762438767473918,0.1528845794028943,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,130501,-0.938785,209,357.5,-0.7744402995848689,0.218456613409833,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,131501,-0.938307,220.5,370.5,-0.7486948867483134,0.23248187544509674,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,132501,-0.937829,206.5,388,-0.9099148707676823,0.23926787361864135,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,133501,-0.937351,169.5,321.5,-0.9235334641916035,0.21334002966548285,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,134501,-0.936872,191,391,-1.0335959692716035,0.0845632423099011,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,135501,-0.936394,280,489,-0.8044076380072673,0.2309442185576067,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,136501,-0.935916,282,421.5,-0.5798374685432888,0.367917460133767,0.6148336854656107,0.3333333333333333,Not significant
AB42,stat,137501,-0.935438,196,350.5,-0.8385607898954149,0.3106966296183488,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,138501,-0.934959,206,366,-0.8291993111008242,0.21558340990839744,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,139501,-0.934481,157.5,315.5,-1.00228817659527,0.11808982025368989,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,140501,-0.934003,175,339,-0.9539303513040153,0.23933980036967306,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,141501,-0.933525,190.5,358.5,-0.9121821212085827,0.22966348181032534,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,142501,-0.933046,197,349.5,-0.8270968259190602,0.2931975705101831,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,143501,-0.932568,241.5,384,-0.669083121885383,0.35388976550156365,0.6137953835010413,0.3333333333333333,Not significant
AB42,stat,144501,-0.93209,264,396,-0.5849625007211563,0.4825441609402863,0.6636760553223094,0.3333333333333333,Not significant
AB42,stat,145501,-0.931612,225.5,371,-0.7182917533654224,0.4009695113278449,0.6286146919955721,0.3333333333333333,Not significant
AB42,stat,146501,-0.931133,287,442.5,-0.6246267182946721,0.36512967436814436,0.6148336854656107,0.3333333333333333,Not significant
AB42,stat,147501,-0.930655,290.5,457.5,-0.655233579766876,0.26076951699367124,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,148501,-0.930177,193.5,345.5,-0.8363521442438483,0.07400389822779092,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,149501,-0.929699,161,299.5,-0.8954953146741688,0.10707140527635921,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,150501,-0.92922,198.5,352.5,-0.828484250143198,0.10835120500774882,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,151501,-0.928742,217,339.5,-0.6457165318002526,0.1053739505519857,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,152501,-0.928264,242.5,341,-0.4917869919496824,0.1368118162109939,0.6116357597452545,0.22067136191984676,Not significant
AB42,stat,153501,-0.927786,227.5,319.5,-0.4899493858609359,0.1691945418783605,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,154501,-0.927308,210.5,324,-0.6221735798182286,0.183471775375828,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,155501,-0.926829,254,383.5,-0.5943980807307676,0.1791131408234156,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,156501,-0.926351,261.5,343,-0.391397629925871,0.502948596424116,0.6741902176371479,0.6666666666666666,Not significant
AB42,stat,157501,-0.925873,380,408.5,-0.10433665981473561,0.864772009016021,0.924085167894355,1,Not significant
AB42,stat,158501,-0.925395,366.5,370.5,-0.015660344172021952,0.9821437858773652,0.9918042165581262,1,Not significant
AB42,stat,159501,-0.924916,340.5,347,-0.027280864566189736,0.9697083858127991,0.984960014407521,1,Not significant
AB42,stat,160501,-0.924438,315,335,-0.08880926695785589,0.9169059042523031,0.956033068921388,1,Not significant
AB42,stat,161501,-0.92396,365,371.5,-0.02546574677121659,0.9717085031383609,0.9862410257455,1,Not significant
AB42,stat,162501,-0.923482,470.5,509.5,-0.11488742343727713,0.8164807866563819,0.893240277149261,1,Not significant
AB42,stat,163501,-0.923003,503,594,-0.23990453099523876,0.6110520275479197,0.7496216465519723,1,Not significant
AB42,stat,164501,-0.922525,346.5,419,-0.27409489156213784,0.44770564366186283,0.6493125281192541,0.3333333333333333,Not significant
AB42,stat,165501,-0.922047,232,340.5,-0.5535299928844991,0.00721340993893012,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,166501,-0.921569,231.5,287.5,-0.3125497625715013,0.267851215245815,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,167501,-0.92109,210.5,288,-0.45224857837591625,0.18307285901018147,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,168501,-0.920612,209,286,-0.45251220469750675,0.4160358605980998,0.6336813455058024,0.3333333333333333,Not significant
AB42,stat,169501,-0.920134,208.5,282.5,-0.43820348385788654,0.46843721312272485,0.6583690674511488,0.6666666666666666,Not significant
AB42,stat,170501,-0.919656,215.5,337.5,-0.6471996328490952,0.27655660118814285,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,171501,-0.919177,209.5,313,-0.5792124132332668,0.35727202145410186,0.6137953835010413,0.6666666666666666,Not significant
AB42,stat,172501,-0.918699,182.5,252,-0.46552726973253694,0.5426499073970406,0.7002978789840828,1,Not significant
AB42,stat,173501,-0.918221,149,203.5,-0.4497164638040856,0.5771718774021426,0.7235429546393797,1,Not significant
AB42,stat,174501,-0.917743,171,205.5,-0.26514206879578506,0.7646113524298566,0.8585260390154643,1,Not significant
AB42,stat,175501,-0.917264,188.5,236,-0.324222336093177,0.7436195816966058,0.8422780212484327,1,Not significant
AB42,stat,176501,-0.916786,152.5,184,-0.2708965236067643,0.7517756140375398,0.8481571030167115,1,Not significant
AB42,stat,177501,-0.916308,179,222.5,-0.31384574858950365,0.7295375473479269,0.8331626752940955,1,Not significant
AB42,stat,178501,-0.91583,150.5,179,-0.2501961005045543,0.7911656388854785,0.8772335935508317,1,Not significant
AB42,stat,179501,-0.915352,148.5,164.5,-0.14762465293447571,0.8467944402563149,0.9137107084895654,1,Not significant
AB42,stat,180501,-0.914873,156.5,167,-0.09368544554143389,0.9071099699061194,0.9503056827587918,1,Not significant
AB42,stat,181501,-0.914395,152,174,-0.19501598240514273,0.8435889910382246,0.9119142332929404,1,Not significant
AB42,stat,182501,-0.913917,176.5,206,-0.22297615391203818,0.7500958707137588,0.8467391785559318,1,Not significant
AB42,stat,183501,-0.913439,198.5,222.5,-0.16466632871080228,0.8552769042138763,0.9193846975657581,1,Not significant
AB42,stat,184501,-0.91296,180,211,-0.22924609237751037,0.8014138462910653,0.8827678240851239,1,Not significant
AB42,stat,185501,-0.912482,155.5,217.5,-0.4841008206054882,0.6109469242966286,0.7496216465519723,1,Not significant
AB42,stat,186501,-0.912004,151.5,232.5,-0.6179129225224428,0.45357561059932316,0.650052194973573,0.6666666666666666,Not significant
AB42,stat,187501,-0.911526,194,282.5,-0.5421942151154223,0.5975154559009652,0.7380383887204914,1,Not significant
AB42,stat,188501,-0.911047,183.5,301,-0.7139834239164892,0.41133449430369806,0.6336813455058024,0.6666666666666666,Not significant
AB42,stat,189501,-0.910569,183,264,-0.5286942810744109,0.5420704943112256,0.7001312503610095,0.6666666666666666,Not significant
AB42,stat,190501,-0.910091,136.5,265.5,-0.9598109098843011,0.29951301777601574,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,191501,-0.909613,135,229.5,-0.765534746362977,0.3559074767340834,0.6137953835010413,0.3333333333333333,Not significant
AB42,stat,192501,-0.909134,139.5,238.5,-0.7737241441763241,0.4249894277730608,0.6389672977483586,0.3333333333333333,Not significant
AB42,stat,193501,-0.908656,165,263,-0.6725967750464865,0.4572811459047386,0.6529792111992059,0.6666666666666666,Not significant
AB42,stat,194501,-0.908178,178,268,-0.5903557594913746,0.51237132636358,0.6813466591696361,0.6666666666666666,Not significant
AB42,stat,195501,-0.9077,180,270.5,-0.5876316874971406,0.5505581437176044,0.7051934764700217,0.6666666666666666,Not significant
AB42,stat,196501,-0.907221,165.5,230,-0.4748026441371576,0.6274994006559022,0.7622861980691713,1,Not significant
AB42,stat,197501,-0.906743,182,268.5,-0.5609836377867164,0.5213094562251406,0.6869462552609873,0.6666666666666666,Not significant
AB42,stat,198501,-0.906265,221,349.5,-0.6612460859840047,0.5309047604579963,0.6928757043265376,0.6666666666666666,Not significant
AB42,stat,199501,-0.905787,176,275,-0.6438561897747247,0.46428512994641624,0.6578959438247323,0.6666666666666666,Not significant
AB42,stat,200501,-0.905308,166.5,255.5,-0.6178011138663592,0.3994731852027248,0.627792858291149,0.6666666666666666,Not significant
AB42,stat,201501,-0.90483,138,229,-0.7306793313187749,0.42899394057648266,0.6406215510921559,0.6666666666666666,Not significant
AB42,stat,202501,-0.904352,216.5,288.5,-0.41420429391875757,0.6683531524529391,0.7917372545978588,1,Not significant
AB42,stat,203501,-0.903874,188.5,253,-0.4245728614256458,0.6913933599023956,0.8053302534884532,1,Not significant
AB42,stat,204501,-0.903396,192.5,241.5,-0.32716474325350947,0.7232284342615637,0.8295063451112292,1,Not significant
AB42,stat,205501,-0.902917,186,210,-0.1750867065580913,0.8532077200891935,0.9185920170037997,1,Not significant
AB42,stat,206501,-0.902439,212,256.5,-0.27489456104385496,0.7639280236402086,0.8579993847560716,1,Not significant
AB42,stat,207501,-0.901961,183.5,221.5,-0.2715266357118055,0.7783256038891367,0.8683242457431328,1,Not significant
AB42,stat,208501,-0.901483,178.5,177,0.012174713946102225,0.9905715039725225,0.9958477918259996,1,Not significant
AB42,stat,209501,-0.901004,156.5,195,-0.3173114668169923,0.730698793586446,0.8338061304101151,1,Not significant
AB42,stat,210501,-0.900526,204.5,249.5,-0.28693897239551164,0.7254282454261405,0.8301270919366295,1,Not significant
AB42,stat,211501,-0.900048,181.5,213.5,-0.2342665216247398,0.8210319630009619,0.8956858769974396,1,Not significant
AB42,stat,212501,-0.89957,243.5,268,-0.1383112283754302,0.8941547236653136,0.9416611029868267,1,Not significant
AB42,stat,213501,-0.899091,188.5,203.5,-0.11046427099758284,0.9007201412041058,0.9458388264834092,1,Not significant
AB42,stat,214501,-0.898613,241.5,285.5,-0.24146755652706953,0.7930881469192883,0.8772335935508317,1,Not significant
AB42,stat,215501,-0.898135,224,281,-0.32707139816332204,0.7156103641786427,0.8247852326342214,1,Not significant
AB42,stat,216501,-0.897657,205,291.5,-0.5078719736950503,0.6228954072615176,0.7587688502206013,1,Not significant
AB42,stat,217501,-0.897178,161,253.5,-0.6549250588887234,0.4895568884116348,0.6663866548313352,0.6666666666666666,Not significant
AB42,stat,218501,-0.8967,141,284.5,-1.0127334899077884,0.3229836529064227,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,219501,-0.896222,152.5,288,-0.9172595689920638,0.31676115637800906,0.6116357597452545,0.3333333333333333,Not significant
AB42,stat,220501,-0.895744,158,280.5,-0.82807621243169,0.38165601031308244,0.6219681993046055,0.3333333333333333,Not significant
AB42,stat,221501,-0.895265,186,306.5,-0.7205844525827502,0.3974815610600789,0.627792858291149,0.6666666666666666,Not significant
